NCES District ID,State District ID,District Name,County Name,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Students,Teachers,Schools,Locale Code,Locale,Student Teacher Ratio,Type
1302520,GA-726,Spalding County School District,Spalding County,216 South Sixth Street,Griffin,GEORGIA,30224,    ,(770)229-3700,9563.00,660.80,18.00,21,21-Suburb: Large,14.47,1-Regular local school district that is NOT a component of a supervisory union
1300252,GA-7830623,State Charter Schools II- Academy For Classical Education,Bibb County,5665 New Forsyth Rd,Macon,GEORGIA,31210,    ,(478)238-5757,1807.00,130.00,1.00,12,12-City: Mid-size,13.90,7-Independent Charter District
1300265,GA-7830643,State Charter Schools II- Amana Academy West Atlanta,Cobb County,5540 North Allen Rd SE,Mableton,GEORGIA,30126,    ,(478)624-0989,166.00,16.50,1.00,21,21-Suburb: Large,10.06,7-Independent Charter District
1300221,GA-7830410,State Charter Schools II- Atlanta Heights Charter School,Fulton County,3712 Martin Luther King Jr Dr,Atlanta,GEORGIA,30331,    ,(404)472-3003,681.00,35.30,1.00,11,11-City: Large,19.29,7-Independent Charter District
1300259,GA-7830627,State Charter Schools II- Atlanta SMART Academy,Fulton County,2636 Martin Luther King Jr Dr,Atlanta,GEORGIA,30311,    ,(706)432-1773,209.00,16.60,1.00,11,11-City: Large,12.59,7-Independent Charter District
1300261,GA-7830632,State Charter Schools II- Atlanta Unbound Academy,Fulton County,1743 Hardin Ave,College Park,GEORGIA,30337,    ,(404)579-0247,241.00,20.50,1.00,21,21-Suburb: Large,11.76,7-Independent Charter District
1300256,GA-7830630,State Charter Schools II- Baconton Community Charter School,Mitchell County,260 E Walton St,Baconton,GEORGIA,31716,    ,(229)787-9999,890.00,76.10,1.00,42,42-Rural: Distant,11.70,7-Independent Charter District
1300242,GA-7830613,State Charter Schools II- Brookhaven Innovation Academy,Gwinnett County,186 Hunter St,Norcross,GEORGIA,30071,    ,(770)538-1550,501.00,37.50,1.00,21,21-Suburb: Large,13.36,7-Independent Charter District
1300239,GA-7830611,State Charter Schools II- Cirrus Charter Academy,Bibb County,1870 Pio Nono Ave,Macon,GEORGIA,31204,    ,(478)250-1376,469.00,22.80,1.00,12,12-City: Mid-size,20.57,7-Independent Charter District
1300222,GA-7830610,State Charter Schools II- Coweta Charter Academy,Coweta County,6675 Highway 16,Senoia,GEORGIA,30276,    ,(770)599-0228,789.00,43.00,1.00,41,41-Rural: Fringe,18.35,7-Independent Charter District
1300262,GA-7830633,State Charter Schools II- D.E.L.T.A. STEAM Academy,Douglas County,7131 Mount Vernon Rd,Lithia Springs,GEORGIA,30122,    ,(470)729-2692,292.00,22.10,1.00,21,21-Suburb: Large,13.21,7-Independent Charter District
1305851,GA-7830637,State Charter Schools II- DeKalb Brilliance Academy,DeKalb County,2575A Snapfinger Road,Decatur,GEORGIA,30037,    ,(404)618-2242,171.00,14.00,1.00,21,21-Suburb: Large,12.21,7-Independent Charter District
1305853,GA-7830642,State Charter Schools II- Destination Career Academy of Geor,Cobb County,1700 Water PL SE,Atlanta,GEORGIA,30339,    ,(470)890-6001,389.00,14.00,1.00,21,21-Suburb: Large,27.79,7-Independent Charter District
1300255,GA-7830628,State Charter Schools II- Ethos Classical Charter School,Fulton County,2295 Springdale Cir SW,Atlanta,GEORGIA,30315,    ,(470)502-0046,409.00,30.00,1.00,11,11-City: Large,13.63,7-Independent Charter District
1300217,GA-7830310,State Charter Schools II- Fulton Leadership Academy,Fulton County,2575 Dodson Dr,East Point,GEORGIA,30344,    ,(404)472-3529,227.00,18.50,1.00,21,21-Suburb: Large,12.27,7-Independent Charter District
1300258,GA-7830626,State Charter Schools II- Furlow Charter School,Sumter County,63 Valley Dr,Americus,GEORGIA,31709,    ,(229)931-8667,573.00,45.30,1.00,41,41-Rural: Fringe,12.65,7-Independent Charter District
1300248,GA-7830615,State Charter Schools II- Genesis Innovation Academy for Bo,Fulton County,1049 Custer Avenue SE,Atlanta,GEORGIA,30316,    ,(404)944-8560,304.00,33.10,1.00,11,11-City: Large,9.18,7-Independent Charter District
1300244,GA-7830616,State Charter Schools II- Genesis Innovation Academy for Gi,Fulton County,1049 Custer Avenue SE,Atlanta,GEORGIA,30316,    ,(404)944-8560,306.00,30.10,1.00,11,11-City: Large,10.17,7-Independent Charter District
1300263,GA-7830634,State Charter Schools II- Georgia Fugees Academy Charter Sc,DeKalb County,4046 Chamblee Tucker Rd,Atlanta,GEORGIA,30340,    ,(678)201-0451,163.00,13.20,1.00,21,21-Suburb: Large,12.35,7-Independent Charter District
1300249,GA-7830619,State Charter Schools II- International Academy of Smyrna,Cobb County,2144 S Cobb Dr SE,Smyrna,GEORGIA,30080,    ,(678)370-0980,318.00,27.00,1.00,21,21-Suburb: Large,11.78,7-Independent Charter District
1300250,GA-7830620,State Charter Schools II- International Charter Academy of,Gwinnett County,3705 Engineering Dr,Peachtree Corners,GEORGIA,30092,    ,(770)604-0007,200.00,15.20,1.00,21,21-Suburb: Large,13.16,7-Independent Charter District
1300241,GA-7830614,State Charter Schools II- Liberty Tech Charter Academy,Fayette County,119 Price Rd,Brooks,GEORGIA,30205,    ,(770)461-0005,417.00,37.50,1.00,41,41-Rural: Fringe,11.12,7-Independent Charter District
1300264,GA-7830636,State Charter Schools II- Northwest Classical Academy,Cobb County,3010 Cobb Parkway North,Kennesaw,GEORGIA,30152,    ,(470)502-9700,640.00,43.50,1.00,21,21-Suburb: Large,14.71,7-Independent Charter District
1300218,GA-7830210,State Charter Schools II- Pataula Charter Academy,Calhoun County,18637 Hartford St,Edison,GEORGIA,39846,    ,(229)354-4001,575.00,40.50,1.00,43,43-Rural: Remote,14.20,7-Independent Charter District
1300247,GA-7830617,State Charter Schools II- Resurgence Hall Charter School,Fulton County,1706 Washington Rd,East Point,GEORGIA,30344,    ,(404)382-8512,403.00,28.00,1.00,21,21-Suburb: Large,14.39,7-Independent Charter District
1305852,GA-7830641,State Charter Schools II- Resurgence Hall Middle Academy,Fulton County,1706 Washington Road,Atlanta,GEORGIA,30344,    ,(404)549-9246,77.00,9.00,1.00,21,21-Suburb: Large,8.56,7-Independent Charter District
1300245,GA-7830618,State Charter Schools II- SAIL Charter Academy - School for,Columbia County,4575 Blanchard Woods Dr,Evans,GEORGIA,30809,    ,(762)585-1400,568.00,41.50,1.00,21,21-Suburb: Large,13.69,7-Independent Charter District
1300251,GA-7830621,State Charter Schools II- SLAM Academy of Atlanta,Fulton County,3183 Greenbriar Parkway SW,Atlanta,GEORGIA,30331,    ,(470)819-4992,157.00,9.80,1.00,11,11-City: Large,16.02,7-Independent Charter District
1300243,GA-7830612,State Charter Schools II- Southwest Georgia S.T.E.M. Charte,Randolph County,185 Pecan St,Shellman,GEORGIA,39886,    ,(229)345-3033,486.00,35.10,1.00,42,42-Rural: Distant,13.85,7-Independent Charter District
1300253,GA-7830624,State Charter Schools II- Spring Creek Charter Academy,Decatur County,2501 Vada Rd,Bainbridge,GEORGIA,39817,    ,(229)792-8957,413.00,31.00,1.00,41,41-Rural: Fringe,13.32,7-Independent Charter District
1300005,GA-7830103,State Charter Schools II- Statesboro STEAM Academy,Bulloch County,1718 Northside Dr E,Statesboro,GEORGIA,30458,    ,(912)764-5888,191.00,15.30,1.00,32,32-Town: Distant,12.48,7-Independent Charter District
1300257,GA-7830625,State Charter Schools II- Yi Hwang Academy of Language Exce,Gwinnett County,4550 RiverGreen Parkway - Suit,Duluth,GEORGIA,30096,    ,(404)623-0003,301.00,24.60,1.00,21,21-Suburb: Large,12.24,7-Independent Charter District
1300230,GA-7820212,State Charter Schools- Cherokee Charter Academy,Cherokee County,2126 Sixes Rd,Canton,GEORGIA,30114,    ,(678)385-7322,622.00,44.00,1.00,21,21-Suburb: Large,14.14,7-Independent Charter District
1300246,GA-7820618,State Charter Schools- Coastal Plains Charter High School -,Glynn County,1111 Glynco Parkway Summit Bui,Brunswick,GEORGIA,31525,    ,(912)267-9700,1942.00,52.30,1.00,23,23-Suburb: Small,37.13,7-Independent Charter District
1300237,GA-7820617,State Charter Schools- Dubois Integrity Academy,Clayton County,6479 Church St,Riverdale,GEORGIA,30274,    ,(770)629-1534,1320.00,80.50,1.00,21,21-Suburb: Large,16.40,7-Independent Charter District
1300235,GA-7820613,State Charter Schools- Foothills Charter High School (Centr,Clarke County,2415 Jefferson Rd Ste B,Athens,GEORGIA,30607,    ,(706)795-2191,2519.00,29.60,1.00,12,12-City: Mid-size,85.10,7-Independent Charter District
1300227,GA-7820412,State Charter Schools- Georgia Connections Academy,Gwinnett County,2763 Meadow Church Rd Ste 208,Duluth,GEORGIA,30097,    ,(678)825-3258,6373.00,172.70,1.00,21,21-Suburb: Large,36.90,7-Independent Charter District
1300232,GA-7820120,State Charter Schools- Georgia Cyber Academy,Clayton County,1745 Phoenix Blvd Ste 100,Atlanta,GEORGIA,30349,    ,(404)334-4790,8876.00,653.00,1.00,21,21-Suburb: Large,13.59,7-Independent Charter District
1300238,GA-7820616,State Charter Schools- Georgia School for Innovation and th,Richmond County,5073 Storey Mill Rd,Hephzibah,GEORGIA,30815,    ,(706)434-8085,969.00,67.50,1.00,41,41-Rural: Fringe,14.36,7-Independent Charter District
1300234,GA-7820614,State Charter Schools- International Charter School of Atla,Fulton County,1335 Northmeadow Pkwy Ste 100,Roswell,GEORGIA,30076,    ,(470)222-7420,842.00,54.20,1.00,21,21-Suburb: Large,15.54,7-Independent Charter District
1300226,GA-7820612,State Charter Schools- Ivy Preparatory Academy- Inc,DeKalb County,1807 Memorial Dr SE,Atlanta,GEORGIA,30317,    ,(404)622-2727,450.00,35.10,1.00,21,21-Suburb: Large,12.82,7-Independent Charter District
1300214,GA-7820108,State Charter Schools- Mountain Education Charter High Scho,White County,1963 Tom Bell Rd,Cleveland,GEORGIA,30528,    ,(706)219-4664,2581.00,135.90,1.00,41,41-Rural: Fringe,18.99,7-Independent Charter District
1300023,GA-7820110,State Charter Schools- Odyssey Charter School,Coweta County,14 Saint John Cir,Newnan,GEORGIA,30265,    ,(770)251-6111,339.00,28.50,1.00,21,21-Suburb: Large,11.89,7-Independent Charter District
1300236,GA-7820615,State Charter Schools- Scintilla Charter Academy,Lowndes County,2171 E Park Ave,Valdosta,GEORGIA,31602,    ,(229)244-5750,721.00,56.80,1.00,41,41-Rural: Fringe,12.69,7-Independent Charter District
1300233,GA-7820121,State Charter Schools- Utopian Academy for the Arts Charter,Clayton County,2750 Forest Pkwy,Ellenwood,GEORGIA,30294,    ,(470)446-1070,390.00,25.00,1.00,21,21-Suburb: Large,15.60,7-Independent Charter District
1300254,GA-799,State Schools,Fulton County,20th Floor Twin Towers East  2,Atlanta,GEORGIA,30334,    ,(404)656-7552,303.00,91.10,3.00,21,21-Suburb: Large,3.33,5-State agency providing elementary and/or secondary level instruction
1304560,GA-727,Stephens County School District,Stephens County,Highway 106 South,Toccoa,GEORGIA,30577,    ,(706)886-9415,3840.00,281.80,6.00,41,41-Rural: Fringe,13.63,1-Regular local school district that is NOT a component of a supervisory union
1304590,GA-728,Stewart County School District,Stewart County,7168 Green Grove Road,Lumpkin,GEORGIA,31815,    ,(229)838-4329,407.00,37.00,3.00,42,42-Rural: Distant,11.00,1-Regular local school district that is NOT a component of a supervisory union
1304620,GA-729,Sumter County School District,Sumter County,100 Learning Lane,Americus,GEORGIA,31719,    ,(229)931-8500,3630.00,264.30,5.00,41,41-Rural: Fringe,13.73,1-Regular local school district that is NOT a component of a supervisory union
1304650,GA-730,Talbot County School District,Talbot County,405 Tyler Street,Talbotton,GEORGIA,31827,    ,(706)665-8528,408.00,37.00,1.00,42,42-Rural: Distant,11.03,1-Regular local school district that is NOT a component of a supervisory union
1304680,GA-731,Taliaferro County School District,Taliaferro County,557 Broad Street,Crawfordville,GEORGIA,30631,    ,(706)456-2575,187.00,26.00,1.00,43,43-Rural: Remote,7.19,1-Regular local school district that is NOT a component of a supervisory union
1304770,GA-732,Tattnall County School District,Tattnall County,147 Brazell Street,Reidsville,GEORGIA,30453,    ,(912)557-4726,3591.00,278.20,5.00,41,41-Rural: Fringe,12.91,1-Regular local school district that is NOT a component of a supervisory union
1304800,GA-733,Taylor County School District,Taylor County,229 Mulberry Street,Butler,GEORGIA,31006,    ,(912)862-5224,1229.00,105.00,4.00,43,43-Rural: Remote,11.70,1-Regular local school district that is NOT a component of a supervisory union
1304830,GA-734,Telfair County School District,Telfair County,212 W Huckabee Street,McRae,GEORGIA,31055,    ,(229)868-5661,1586.00,122.00,4.00,33,33-Town: Remote,13.00,1-Regular local school district that is NOT a component of a supervisory union
1304860,GA-735,Terrell County School District,Terrell County,761 1st Avenue,Dawson,GEORGIA,39842,    ,(229)995-4425,1035.00,71.20,3.00,41,41-Rural: Fringe,14.54,1-Regular local school district that is NOT a component of a supervisory union
1304890,GA-736,Thomas County School District,Thomas County,200 North Pinetree Blv,Thomasville,GEORGIA,31792,    ,(229)225-4380,5727.00,418.80,7.00,32,32-Town: Distant,13.67,1-Regular local school district that is NOT a component of a supervisory union
1304950,GA-789,Thomasville City School District,Thomas County,404 N. Broad Street,Thomasville,GEORGIA,31792,    ,(229)225-2600,2800.00,190.90,5.00,32,32-Town: Distant,14.67,1-Regular local school district that is NOT a component of a supervisory union
1304980,GA-737,Tift County School District,Tift County,207 North Ridge Ave,Tifton,GEORGIA,31794,    ,(229)386-6500,7661.00,528.20,11.00,32,32-Town: Distant,14.50,1-Regular local school district that is NOT a component of a supervisory union
1305040,GA-738,Toombs County School District,Toombs County,600 Bulldog Road Unit 1,Lyons,GEORGIA,30436,    ,(912)526-3141,3019.00,219.70,5.00,41,41-Rural: Fringe,13.74,1-Regular local school district that is NOT a component of a supervisory union
1305070,GA-739,Towns County School District,Towns County,67 Lakeview Circle. Suite C,Hiawassee,GEORGIA,30546,    ,(706)896-2279,1002.00,89.30,3.00,43,43-Rural: Remote,11.22,1-Regular local school district that is NOT a component of a supervisory union
1305100,GA-740,Treutlen County School District,Treutlen County,5040 South Third Street,Soperton,GEORGIA,30457,    ,(912)529-4228,1020.00,84.30,2.00,41,41-Rural: Fringe,12.10,1-Regular local school district that is NOT a component of a supervisory union
1305130,GA-791,Trion City School District,Chattooga County,239 Simmons Street,Trion,GEORGIA,30753,    ,(406)734-2363,1327.00,94.60,3.00,32,32-Town: Distant,14.03,1-Regular local school district that is NOT a component of a supervisory union
1300001,GA-741,Troup County School District,Troup County,100 North Davis Road. Bldg. C,LaGrange,GEORGIA,30241,    ,(706)812-7900,12280.00,848.30,19.00,42,42-Rural: Distant,14.48,1-Regular local school district that is NOT a component of a supervisory union
1305190,GA-742,Turner County School District,Turner County,423 N. Cleveland Street,Ashburn,GEORGIA,31714,    ,(229)567-3338,1189.00,96.90,3.00,32,32-Town: Distant,12.27,1-Regular local school district that is NOT a component of a supervisory union
1305220,GA-743,Twiggs County School District,Twiggs County,952 Main Street,Jeffersonville,GEORGIA,31044,    ,(478)945-3127,717.00,60.50,3.00,42,42-Rural: Distant,11.85,1-Regular local school district that is NOT a component of a supervisory union
1305250,GA-744,Union County School District,Union County,124 Hughes St.,Blairsville,GEORGIA,30512,    ,(706)745-2322,3024.00,220.80,5.00,43,43-Rural: Remote,13.70,1-Regular local school district that is NOT a component of a supervisory union
1305280,GA-745,Upson County School District,Upson County,205 Civic Center Drive,Thomaston,GEORGIA,30286,    ,(706)647-9621,4060.00,283.40,4.00,41,41-Rural: Fringe,14.33,1-Regular local school district that is NOT a component of a supervisory union
1305310,GA-792,Valdosta City School District,Lowndes County,1204 Williams St.,Valdosta,GEORGIA,31601,    ,(912)333-8500,8291.00,599.60,8.00,41,41-Rural: Fringe,13.83,1-Regular local school district that is NOT a component of a supervisory union
1305340,GA-793,Vidalia City School District,Toombs County,1001 North Street,Vidalia,GEORGIA,30474,    ,(912)537-7931,2366.00,171.20,4.00,33,33-Town: Remote,13.82,1-Regular local school district that is NOT a component of a supervisory union
1305370,GA-746,Walker County School District,Walker County,201 South Duke Street,LaFayette,GEORGIA,30728,    ,(706)638-1240,8401.00,692.80,15.00,41,41-Rural: Fringe,12.13,1-Regular local school district that is NOT a component of a supervisory union
1305390,GA-747,Walton County School District,Walton County,200 Double Springs Church Rd,Monroe,GEORGIA,30656,    ,(770)266-4520,14557.00,917.70,15.00,41,41-Rural: Fringe,15.86,1-Regular local school district that is NOT a component of a supervisory union
1305430,GA-748,Ware County School District,Ware County,1301 Bailey Street,Waycross,GEORGIA,31501,    ,(912)283-8656,5973.00,452.90,9.00,33,33-Town: Remote,13.19,1-Regular local school district that is NOT a component of a supervisory union
1305460,GA-749,Warren County School District,Warren County,85 Edward D. Ricketson. Jr. St,Warrenton,GEORGIA,30828,    ,(706)465-3383,662.00,61.50,3.00,42,42-Rural: Distant,10.76,1-Regular local school district that is NOT a component of a supervisory union
1305490,GA-750,Washington County School District,Washington County,501 Industrial Drive,Sandersville,GEORGIA,31082,    ,(912)552-3981,2827.00,191.60,4.00,33,33-Town: Remote,14.75,1-Regular local school district that is NOT a component of a supervisory union
1305550,GA-751,Wayne County School District,Wayne County,710 W Pine St,Jesup,GEORGIA,31545,    ,(912)427-1000,5172.00,360.30,8.00,32,32-Town: Distant,14.35,1-Regular local school district that is NOT a component of a supervisory union
1305580,GA-752,Webster County School District,Webster County,7307 Washington Street,Preston,GEORGIA,31824,    ,(229)828-3315,265.00,26.00,2.00,43,43-Rural: Remote,10.19,1-Regular local school district that is NOT a component of a supervisory union
1300011,GA-860,West Georgia RESA,Coweta County,99 Brown School Drive,Grantville,GEORGIA,30220,    ,(770)583-2528,null,26.00,0.00,31,31-Town: Fringe,-1.00,4-Regional Education Service Agency (RESA)
1305640,GA-753,Wheeler County School District,Wheeler County,18 McRae Street,Alamo,GEORGIA,30411,    ,(912)568-7198,873.00,64.80,3.00,42,42-Rural: Distant,13.47,1-Regular local school district that is NOT a component of a supervisory union
1305670,GA-754,White County School District,White County,136 Warriors Path,Cleveland,GEORGIA,30528,    ,(706)865-2315,3827.00,261.10,6.00,41,41-Rural: Fringe,14.66,1-Regular local school district that is NOT a component of a supervisory union
1305700,GA-755,Whitfield County School District,Whitfield County,1306 S. Thornton Ave.,Dalton,GEORGIA,30720,    ,(706)278-8070,12317.00,918.80,22.00,41,41-Rural: Fringe,13.41,1-Regular local school district that is NOT a component of a supervisory union
1305730,GA-756,Wilcox County School District,Wilcox County,103 North Broad Street,Abbeville,GEORGIA,31001,    ,(912)467-2141,1188.00,85.60,3.00,43,43-Rural: Remote,13.88,1-Regular local school district that is NOT a component of a supervisory union
1305760,GA-757,Wilkes County School District,Wilkes County,313-A North Alexander Avenue,Washington,GEORGIA,30673,    ,(706)678-2718,1265.00,95.20,4.00,41,41-Rural: Fringe,13.29,1-Regular local school district that is NOT a component of a supervisory union
1305790,GA-758,Wilkinson County School District,Wilkinson County,197 West Main Street,Irwinton,GEORGIA,31042,    ,(478)946-5521,1119.00,83.90,4.00,42,42-Rural: Distant,13.34,1-Regular local school district that is NOT a component of a supervisory union
1305850,GA-759,Worth County School District,Worth County,103 Eldridge Street,Sylvester,GEORGIA,31791,    ,(229)776-8600,3118.00,201.10,5.00,32,32-Town: Distant,15.50,1-Regular local school district that is NOT a component of a supervisory union
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
